book_number	chapter	verse	text
60	7	15	A ten, u kogo zostanie znalezione to, co przeklęte, będzie spalony ogniem, on i wszystko, co do niego należy, bo złamał przymierze PANA i dopuścił się haniebnego czynu w Izraelu.
60	7	16	Jozue wstał więc wcześnie rano i kazał wystąpić Izraelowi według ich pokoleń; i zostało wskazane pokolenie Judy.
60	7	17	I kazał wystąpić rodzinom Judy, i została wskazana rodzina Zerachitów. Potem kazał wystąpić wszystkim osobom z rodziny Zerachitów i został wskazany dom Zabdiego.
60	7	18	Następnie kazał wystąpić wszystkim osobom z jego domu i został wskazany Akan, syn Karmiego, syna Zabdiego, syna Zeracha, z pokolenia Judy.
60	7	19	I Jozue powiedział do Akana: Synu mój, oddaj, proszę, chwałę PANU, Bogu Izraela, i złóż mu wyznanie. Powiedz mi, co uczyniłeś, a nie ukrywaj tego przede mną.
60	7	20	Wtedy Akan odpowiedział Jozuemu: Rzeczywiście, to ja zgrzeszyłem przeciw PANU, Bogu Izraela. Oto co uczyniłem:
60	7	21	Gdy zobaczyłem wśród łupów piękny płaszcz babiloński, dwieście syklów srebra i pręt złota ważący pięćdziesiąt syklów, pożądałem ich i wziąłem je. Oto są one zakopane w ziemi, w środku mego namiotu, a srebro pod nimi.
60	7	22	Jozue wysłał więc posłańców, którzy pobiegli do namiotu, a oto te rzeczy były ukryte w jego namiocie, a srebro pod nimi.
60	7	23	I zabrali je z namiotu, przynieśli do Jozuego oraz do wszystkich synów Izraela i położyli je przed PANEM.
60	7	24	Wtedy Jozue i cały Izrael z nim wzięli Akana, syna Zeracha, srebro, płaszcz i pręt złota, jego synów i córki, jego woły, osły, owce, namiot oraz wszystko, co miał, i zaprowadzili ich do doliny Akor.
60	7	25	I Jozue powiedział: Dlaczego sprowadziłeś na nas nieszczęście? PAN dzisiaj sprowadzi nieszczęście na ciebie. I cały lud Izraela ukamienował go, a po ukamienowaniu ich spalili ogniem.
60	7	26	Potem wznieśli nad nim wielki stos kamieni, który trwa aż do dziś. I PAN odwrócił się od zapalczywości swego gniewu. Dlatego to miejsce nazywa się doliną Akor aż do dziś.
60	8	1	Potem PAN powiedział do Jozuego: Nie bój się ani się nie lękaj. Weź ze sobą wszystkich wojowników, powstań i wyrusz do Aj. Patrz, daję w twoje ręce króla Aj, jego lud i jego ziemię.
60	8	2	I postąpisz z Aj i jego królem tak, jak postąpiłeś z Jerychem i jego królem. Tym razem weźmiecie sobie jego łupy i bydło. Zastaw zasadzkę na miasto od jego tyłu.
60	8	3	Powstali więc Jozue i wszyscy wojownicy, by wyruszyć przeciwko Aj. Jozue wybrał trzydzieści tysięcy bardzo dzielnych mężczyzn i wysłał ich nocą.
60	8	4	I rozkazał im: Uważajcie, przygotujcie zasadzkę za miastem. Nie oddalajcie się od miasta zbyt daleko i bądźcie wszyscy w pogotowiu.
60	8	5	Ja zaś i cały lud, który jest ze mną, podejdziemy pod miasto; a gdy oni wyjdą nam naprzeciw, jak za pierwszym razem, uciekniemy przed nimi.
60	8	6	A oni pójdą za nami, aż ich odciągniemy od miasta, bo powiedzą: Uciekają przed nami, tak jak za pierwszym razem, gdyż będziemy uciekać przed nimi.
60	8	7	Wtedy wyjdziecie z zasadzki i opanujecie miasto. PAN bowiem, wasz Bóg, odda je w wasze ręce.
60	8	8	A gdy zdobędziecie miasto, podpalicie je. Postąpicie zgodnie ze słowem PANA. Patrzcie, ja to wam rozkazuję.
60	8	9	Jozue więc ich wysłał, a oni poszli przygotować zasadzkę; i zostali między Betel a Aj, na zachód od Aj. Jozue zaś spędził tę noc wśród ludu.
60	8	10	Następnego dnia Jozue wstał wcześnie rano, obliczył lud i poszedł przed nim wraz ze starszymi Izraela przeciwko Aj.
60	8	11	Wszyscy wojownicy, którzy z nim byli, wyruszyli, przybyli pod miasto i rozbili obóz po północnej stronie Aj, tak że między nimi a Aj była dolina.
60	8	12	Następnie wziął około pięciu tysięcy mężczyzn, których umieścił w zasadzce między Betel a Aj, po zachodniej stronie miasta.
60	8	13	I ustawiono lud, całe wojsko po północnej stronie miasta, a tych, którzy przygotowali zasadzkę – po zachodniej stronie. Jozue zaś wyruszył tej nocy na środek doliny.
60	8	14	Gdy spostrzegł to król Aj, ludzie z miasta pośpieszyli się, wstali wcześnie rano i wyruszyli do walki z Izraelem – on i cały jego lud – w wyznaczonym czasie przed równiną. Nie wiedział jednak, że za miastem została przygotowana na nich zasadzka.
60	8	15	Wtedy Jozue i cały Izrael udawali pokonanych przez nich i uciekali drogą wiodącą ku pustyni.
60	8	16	I zwołano cały lud, który był w mieście, aby ich ścigać. Ścigali więc Jozuego i zostali odciągnięci od miasta.
60	8	17	W Aj i Betel nie pozostał nikt, kto by nie wyruszył za Izraelem; i pozostawili miasto otwarte, i ścigali Izraelitów.
60	8	18	Wtedy PAN powiedział do Jozuego: Podnieś oszczep, który masz w ręce, w kierunku Aj, gdyż dam je w twoje ręce. I Jozue podniósł oszczep, który miał w ręce, w kierunku miasta.
60	8	19	A gdy tylko podniósł rękę, ludzie, którzy byli w zasadzce, powstali szybko ze swego miejsca, pobiegli i weszli do miasta, zajęli je i szybko podpalili.
60	8	20	A gdy ludzie z Aj obejrzeli się, zobaczyli, że dym wznosi się z miasta ku niebu, a nie mieli siły uciekać ani w jedną, ani w drugą stronę. Tymczasem lud, który uciekał na pustynię, zwrócił się przeciw ścigającym.
60	8	21	Jozue bowiem i cały lud Izraela zobaczyli, że ludzie z zasadzki zajęli miasto i że z miasta unosi się dym, zawrócili więc i zaczęli zabijać ludzi z Aj.
60	8	22	A drudzy wyszli im naprzeciw z miasta i zostali oni otoczeni przez Izraelitów, jedni z jednej, a drudzy z drugiej strony. I zabili ich tak, że nikt z nich nie pozostał przy życiu ani nie uciekł.
60	8	23	Króla Aj jednak pojmali żywcem i przyprowadzili do Jozuego.
60	8	24	Gdy więc Izraelici wybili wszystkich mieszkańców Aj na polu, na pustyni, gdzie ich ścigali, i gdy wszyscy oni polegli od miecza, aż zostali zgładzeni, wszyscy Izraelici zawrócili do Aj i pobili je ostrzem miecza.
60	8	25	Wszystkich poległych tego dnia, mężczyzn i kobiet, było dwanaście tysięcy, byli to wszyscy mieszkańcy Aj.
60	8	26	A Jozue nie opuścił ręki, którą wyciągnął z oszczepem, aż zgładził wszystkich mieszkańców Aj.
60	8	27	Tylko bydło i łupy tego miasta Izraelici podzielili między siebie według słowa PANA, które przekazał on Jozuemu.
60	8	28	Wtedy Jozue spalił Aj i uczynił je wieczną mogiłą i pustynią aż do dziś.
60	8	29	A króla Aj powiesił na drzewie aż do wieczora. A gdy słońce zaszło, Jozue kazał zdjąć jego zwłoki z drzewa i porzucić je przy samej bramie miasta, i wznieść nad nim wielki stos kamieni, który trwa aż do dziś.
60	8	30	Wtedy Jozue zbudował ołtarz dla PANA, Boga Izraela, na górze Ebal;
60	8	31	Jak nakazał synom Izraela Mojżesz, sługa PANA, i jak jest napisane w księdze Prawa Mojżesza: ołtarz z całych kamieni, których nie tknęło żadne żelazo. I na nim złożyli PANU całopalenia i ofiary pojednawcze.
60	8	32	Tam też napisał na kamieniach odpis Prawa Mojżesza, który napisał w obecności synów Izraela.
60	8	33	A cały Izrael oraz jego starsi, przełożeni i sędziowie stali po obu stronach arki przed kapłanami lewitami, którzy nosili arkę przymierza PANA, zarówno przybysz, jak i rodowity, połowa ich naprzeciw góry Gerizim, a połowa naprzeciw góry Ebal jak przedtem nakazał Mojżesz, sługa PANA, aby błogosławić lud Izraela.
60	8	34	Potem czytał wszystkie słowa prawa, błogosławieństwa i przekleństwa według wszystkiego, co zostało napisane w księdze Prawa.
60	8	35	Nie było ani jednego słowa ze wszystkiego, co Mojżesz nakazał, którego Jozue nie odczytał przed całym zgromadzeniem Izraela, przed kobietami, dziećmi i przybyszami, którzy mieszkali wśród nich.
60	9	1	A gdy usłyszeli o tym wszyscy królowie, którzy byli po tej stronie Jordanu w górach, na równinach i nad całym brzegiem Morza Wielkiego aż po Liban: Chetyci, Amoryci, Kananejczycy, Peryzzyci, Chiwwici i Jebusyci:
60	9	2	Zebrali się razem, aby jednomyślnie walczyć przeciw Jozuemu i Izraelowi.
60	9	3	Lecz mieszkańcy Gibeonu, gdy usłyszeli o tym, co Jozue uczynił z Jerychem i Aj;
60	9	4	Użyli podstępu i wyruszyli, udając posłów, i wzięli stare wory na swoje osły i stare, popękane i połatane bukłaki na wino;
60	9	5	I stare, i połatane obuwie na nogi, stare szaty na siebie, a cały chleb, który ze sobą zabrali w drogę, był suchy i spleśniały.
60	9	6	Wtedy przybyli do Jozuego, do obozu w Gilgal, i powiedzieli do niego i do mężczyzn Izraela: Przyszliśmy z dalekiego kraju. Zawrzyjcie więc teraz przymierze z nami.
60	9	7	Lecz mężczyźni Izraela odpowiedzieli Chiwwitom: A może mieszkacie wśród nas, jakże więc możemy zawrzeć z wami przymierze?
60	9	8	A oni powiedzieli Jozuemu: Jesteśmy twoimi sługami. I Jozue zapytał ich: Kim jesteście i skąd przybywacie?
60	9	9	Odpowiedzieli mu: Twoi słudzy przybyli z bardzo dalekiego kraju ze względu na imię PANA, twego Boga. Usłyszeliśmy bowiem o jego sławie oraz o wszystkim, co uczynił w Egipcie;
60	9	10	I o wszystkim, co uczynił dwom królom amoryckim, którzy byli za Jordanem, Sichonowi, królowi Cheszbonu, i Ogowi, królowi Baszanu, który był w Asztarot.
60	9	11	I nasi starsi i wszyscy mieszkańcy naszego kraju nakazali nam: Weźcie ze sobą żywność na drogę, wyjdźcie im naprzeciw i powiedzcie im: Jesteśmy waszymi sługami, zawrzyjcie więc teraz przymierze z nami.
60	9	12	Ten nasz chleb był jeszcze ciepły, gdy wzięliśmy go z naszych domów w dniu, kiedy wyruszyliśmy do was; a teraz jest suchy i spleśniały.
60	9	13	I te bukłaki na wino, które napełniliśmy, były nowe, a oto popękały. Także nasze szaty i obuwie zniszczyły się z powodu bardzo długiej podróży.
60	9	14	A mężczyźni Izraela wzięli z ich żywności, lecz nie radzili się PANA.
60	9	15	Wtedy Jozue zawarł z nimi pokój i ustanowił z nimi przymierze, że zachowa ich przy życiu. Także naczelnicy zgromadzenia im przysięgli.
60	9	16	Lecz po trzech dniach, po zawarciu z nimi przymierza, usłyszeli, że są oni sąsiadami i że mieszkają wśród nich.
60	9	17	Wtedy synowie Izraela wyruszyli i po trzech dniach dotarli do ich miast. Miastami ich były: Gibeon, Kefira, Beerot i Kiriat-Jearim.
60	9	18	I nie wytracili ich synowie Izraela, gdyż naczelnicy zgromadzenia przysięgli im na PANA, Boga Izraela. I całe zgromadzenie szemrało przeciw naczelnikom.
60	9	19	I wszyscy naczelnicy powiedzieli do całego zgromadzenia: Przysięgliśmy im na PANA, Boga Izraela, dlatego teraz nie możemy ich tknąć.
60	9	20	Tak więc postąpimy z nimi: zachowamy ich przy życiu, żeby nie spadł na nas gniew z powodu przysięgi, którą im złożyliśmy.
60	9	21	Ponadto naczelnicy powiedzieli im: Niech pozostaną przy życiu, ale niech rąbią drewno i noszą wodę dla całego zgromadzenia – zgodnie z tym, co obiecali naczelnicy.
60	9	22	Potem Jozue wezwał ich i zapytał: Dlaczego nas oszukaliście, mówiąc: Jesteśmy z bardzo daleka, skoro mieszkacie wśród nas?
60	9	23	Teraz więc jesteście przeklęci i nie przestaniecie być niewolnikami rąbiącymi drewno i noszącymi wodę dla domu mego Boga.
60	9	24	Oni odpowiedzieli Jozuemu: Oznajmiono dokładnie twoim sługom, że PAN, twój Bóg, rozkazał swemu słudze Mojżeszowi dać wam całą ziemię i zgładzić przed wami wszystkich mieszkańców tej ziemi. Dlatego bardzo się baliśmy o nasze życie z waszego powodu i dlatego tak postąpiliśmy.
60	9	25	A teraz oto jesteśmy w twoich rękach. Uczyń z nami to, co uważasz za dobre i słuszne.
60	9	26	I postąpił tak z nimi, i wybawił ich z rąk synów Izraela, żeby ich nie zabili.
60	9	27	I w tym dniu Jozue nakazał im narąbać drewna i nosić wodę dla zgromadzenia oraz dla ołtarza PANA w miejscu, które miał wybrać. I jest tak aż do dziś.
60	10	1	A gdy Adonisedek, król Jerozolimy, usłyszał, że Jozue zdobył Aj i zburzył je – bo jak uczynił z Jerychem i jego królem, tak uczynił z Aj i jego królem – i że mieszkańcy Gibeonu zawarli pokój z Izraelem i mieszkają wśród nich;
60	10	2	Bardzo się przestraszył, ponieważ Gibeon był wielkim miastem, jak jedno z miast królewskich, i ponieważ był większy niż Aj, a wszyscy jego mężczyźni byli waleczni.
60	10	3	Adonisedek, król Jerozolimy, posłał więc wezwanie do Hohama, króla Hebronu, do Pirama, króla Jarmutu, do Jafii, króla Lakisz, i do Debira, króla Eglonu:
60	10	4	Przyjdźcie do mnie i pomóżcie mi, abyśmy zwalczyli Gibeonitów, ponieważ zawarli pokój z Jozuem i synami Izraela.
60	10	5	Zebrało się więc i wyruszyło pięciu królów amoryckich: król Jerozolimy, król Hebronu, król Jarmutu, król Lakisz, król Eglonu, oni sami i całe ich wojska, rozbili obóz naprzeciwko Gibeonu i uderzyli na niego.
60	10	6	Wtedy mieszkańcy Gibeonu posłali prośbę do Jozuego i do obozu w Gilgal: Nie cofaj swej ręki od swych sług. Przybądź do nas szybko, wybaw nas i pomóż nam, gdyż zebrali się przeciwko nam wszyscy królowie amoryccy, którzy mieszkają w górach.
60	10	7	Wyruszył więc Jozue z Gilgal, on i wszyscy wojownicy z nim, i wszyscy dzielni wojownicy.
60	10	8	I PAN powiedział do Jozuego: Nie bój się ich, gdyż oddałem ich w twoje ręce i żaden z nich nie ostoi się przed tobą.
60	10	9	Jozue uderzył więc na nich znienacka – całą noc ciągnął z Gilgal.
60	10	10	I PAN rozgromił ich przed Izraelem, który zadał im wielką klęskę w Gibeonie, i ścigał ich drogą wznoszącą się do Bet-Choron, i bił ich aż do Azeki i Makkedy.
60	10	11	A gdy uciekali przed Izraelem i zbiegali do Bet-Choron, PAN zrzucał na nich z nieba wielkie kamienie aż do Azeki, i umarli. Więcej ich zginęło od kamieni gradowych niż tych, których synowie Izraela zabili mieczem.
60	10	12	Tego dnia, kiedy PAN oddał Amorytów w ręce synów Izraela, Jozue powiedział do PANA na oczach Izraela: Słońce, zatrzymaj się nad Gibeonem, a ty, księżycu, w dolinie Ajjalonu!
60	10	13	I zatrzymało się słońce, i księżyc stanął, aż zemścił się lud na swych wrogach. Czy nie jest to napisane w księdze Jaszara? Zatrzymało się więc słońce pośrodku nieba i nie śpieszyło się zachodzić niemal przez cały dzień.
60	10	14	I nie było podobnego dnia, w którym PAN wysłuchał głosu człowieka, ani przedtem, ani potem. PAN bowiem walczył za Izraela.
60	10	15	Potem Jozue wrócił wraz z całym Izraelem do obozu w Gilgal.
60	10	16	A tych pięciu królów uciekło i skryło się w jaskini w Makkedzie.
60	10	17	I doniesiono o tym Jozuemu: Znaleziono pięciu królów, którzy się ukryli w jaskini w Makkedzie.
60	10	18	I Jozue powiedział: Zatoczcie wielkie kamienie do wejścia jaskini i postawcie przy niej ludzi, aby ich strzegli.
60	10	19	Wy zaś nie zatrzymujcie się, ścigajcie waszych wrogów i uderzcie na nich od tyłu. Nie pozwólcie im uciec do swoich miast. PAN bowiem, wasz Bóg, oddał ich w wasze ręce.
60	10	20	A gdy Jozue i synowie Izraela zadali im wielką klęskę, wytracając ich doszczętnie, wtedy ci, którzy pozostali przy życiu, uciekli do warownych miast.
60	10	21	Wtedy cały lud wrócił bezpiecznie do obozu, do Jozuego w Makkedzie. Nikt nie odważył się nawet ust otworzyć przeciw synom Izraela.
60	10	22	Potem Jozue powiedział: Otwórzcie wejście do jaskini i wyprowadźcie do mnie tych pięciu królów z jaskini.
60	10	23	I uczynili tak, i wyprowadzili do niego tych pięciu królów z jaskini: króla Jerozolimy, króla Hebronu, króla Jarmutu, króla Lakisz i króla Eglonu.
60	10	24	A gdy wyprowadzili tych królów do Jozuego, Jozue zwołał wszystkich mężczyzn Izraela i powiedział do dowódców wojowników, którzy mu towarzyszyli: Zbliżcie się i postawcie swoje nogi na karkach tych królów. Zbliżyli się więc i postawili swoje nogi na ich karkach.
60	10	25	Wtedy Jozue powiedział do nich: Nie bójcie się ani nie lękajcie, wzmocnijcie się i bądźcie mężni. Tak bowiem uczyni PAN wszystkim waszym wrogom, z którymi będziecie walczyć.
60	10	26	Potem Jozue uderzył ich, zabił i powiesił na pięciu drzewach. I wisieli na drzewach aż do wieczora.
60	10	27	A gdy zaszło słońce, Jozue rozkazał, aby zdjęto ich z drzew i wrzucono do jaskini, w której się ukrywali, a wejście do jaskini zawalono wielkimi kamieniami, które są tam aż do dziś.
60	10	28	Tego samego dnia Jozue zdobył Makkedę i pobił ją ostrzem miecza; zabił też jej króla oraz wszelką duszę, która tam była. Nikogo nie pozostawił przy życiu i uczynił z królem Makkedy tak, jak uczynił z królem Jerycha.
60	10	29	Potem Jozue wraz z całym Izraelem wyruszył z Makkedy do Libny i walczył przeciw Libnie.
60	10	30	A PAN także i ją oraz jej króla oddał w ręce Izraela, i pobił ją ostrzem miecza, i wszelką duszę, która w niej była. Nikogo w niej nie pozostawił przy życiu i uczynił z jej królem tak, jak uczynił z królem Jerycha.
60	10	31	Potem Jozue wraz z całym Izraelem wyruszył z Libny do Lakisz, obległ je i walczył przeciw niemu.
60	10	32	I PAN oddał Lakisz w ręce Izraela, i zdobył je na drugi dzień, i pobili je ostrzem miecza, a także wszelką duszę, która w nim była, tak samo jak uczynił w Libnie.
60	10	33	Wtedy Horam, król Gezer, przybył na ratunek Lakisz, ale Jozue pobił go i jego lud, tak że nikogo w nim nie pozostawił przy życiu.
60	10	34	Potem Jozue wraz z całym Izraelem wyruszył z Lakisz do Eglonu; oblegli go i walczyli przeciwko niemu;
60	10	35	I zdobyli go tego samego dnia, i pobili go ostrzem miecza. Wszelką duszę, która w nim była, zabił tego samego dnia, tak samo jak uczynił w Lakisz.
60	10	36	Potem Jozue wraz z całym Izraelem wyruszył z Eglonu do Hebronu i walczyli przeciwko niemu;
60	10	37	I zdobyli go, i pobili ostrzem miecza wraz z jego królem, wszystkie jego miasta, a także wszelką duszę, która w nim była. Nikogo nie pozostawił przy życiu, tak samo jak uczynił w Eglonie. Wytracił go oraz wszelką duszę, która w nim była.
60	10	38	Stamtąd Jozue wraz z całym Izraelem wrócił do Debiru i walczył przeciwko niemu.
60	10	39	I zdobył go, jego króla i wszystkie jego miasta; pobili go ostrzem miecza i wytracili wszystkie dusze, które w nim były. Nikogo nie pozostawił przy życiu; jak uczynił z Hebronem, tak uczynił z Debirem i jego królem, i jak przedtem uczynił z Libną i jej królem.
60	10	40	W ten sposób Jozue pobił całą ziemię górną i południową, i polną, i podgórną oraz wszystkich ich królów. Nikogo nie pozostawił przy życiu, ale wytracił wszystkie dusze, tak jak mu rozkazał PAN, Bóg Izraela.
60	10	41	I Jozue pobił ich od Kadesz-Barnea aż do Gazy oraz całą ziemię Goszen aż do Gibeonu.
60	10	42	A wszystkich tych królów oraz ich ziemie Jozue zdobył za jednym razem, gdyż PAN, Bóg Izraela, walczył za Izraela.
60	10	43	Potem Jozue wrócił wraz z całym Izraelem do obozu w Gilgal.
60	11	1	A gdy usłyszał o tym Jabin, król Chasoru, posłał wiadomość do Jobaba, króla Madonu, do króla Szimronu, do króla Akszafu;
60	11	2	I do królów, którzy byli na północy, w górach i na polach, na południe od Kinneret, na równinach i w krainach Dor na zachodzie;
60	11	3	Do Kananejczyków na wschodzie i na zachodzie, do Amorytów, Chetytów, Peryzzytów, Jebusytów w górach i Chiwwitów pod górą Hermon, w ziemi Mispa.
60	11	4	I wyruszyli oni wraz z całym swym wojskiem, lud liczny jak piasek na brzegu morskim, mający bardzo wiele koni i rydwanów.
60	11	5	A gdy wszyscy ci królowie zgromadzili się, przybyli i razem rozbili obóz nad wodami Meromu, aby walczyć przeciwko Izraelowi.
60	11	6	I PAN powiedział do Jozuego: Nie bój się ich, bo jutro o tej porze wydam ich wszystkich pobitych Izraelowi. Ich koniom podetniesz ścięgna, a ich rydwany spalisz ogniem.
60	11	7	Wtedy Jozue i cały waleczny lud z nim wyruszyli niespodziewanie przeciwko nim nad wody Meromu i napadli na nich.
60	11	8	I PAN wydał ich w ręce Izraela, który pobił ich i ścigał aż do Sydonu Wielkiego i aż do Misreft-Maim, i aż do doliny Mispa na wschodzie. Pobili ich tak, że nikogo nie pozostawili przy życiu.
60	11	9	I Jozue uczynił im tak, jak mu PAN rozkazał: ich koniom podciął ścięgna, a ich rydwany spalił ogniem.
60	11	10	W tym czasie Jozue zawrócił i zdobył Chasor, a jego króla zabił mieczem. Chasor bowiem był przedtem głową wszystkich tych królestw.
60	11	11	Każdą duszę, która w nim była, pobili ostrzem miecza, wytracając ją. Nikt nie pozostał przy życiu, a Chasor spalił ogniem.
60	11	12	Jozue zdobył też wszystkie miasta tych królów i pojmał wszystkich królów, pobił ich ostrzem miecza i wytracił, tak jak nakazał Mojżesz, sługa PANA.
60	11	13	Izrael nie spalił jednak żadnego z miast warownych, oprócz samego Chasoru, który spalił Jozue.
60	11	14	Cały łup tych miast oraz bydło synowie Izraela zabrali dla siebie; tylko wszystkich ludzi pobili ostrzem miecza, aż ich zgładzili, nie zostawiając nikogo przy życiu.
60	11	15	Jak PAN rozkazał Mojżeszowi, swemu słudze, tak Mojżesz nakazał Jozuemu i tak Jozue uczynił; nie zaniedbał niczego z tego wszystkiego, co PAN rozkazał Mojżeszowi.
60	11	16	Tak Jozue zdobył całą ziemię: góry i całą ziemię na południu, całą ziemię Goszen, równiny, pola i górę Izrael z jej równiną;
60	11	17	Od góry Halak, która wznosi się ku Seirowi, aż do Baal-Gad w dolinie Libanu pod górą Hermon. A wszystkich królów pojmał, pobił i pozabijał.
60	11	18	Przez długi czas Jozue prowadził wojnę z tymi wszystkimi królami.
60	11	19	Nie było miasta, które by zawarło pokój z synami Izraela, oprócz Chiwwitów, którzy mieszkali w Gibeonie; wszystkie inne zdobyli podczas wojny.
60	11	20	Od PANA bowiem wyszło, by zatwardzić ich serca, aby wyruszali na bitwę z Izraelem i żeby ich wyniszczył bez miłosierdzia, aż do wytracenia, jak PAN rozkazał Mojżeszowi.
60	11	21	W tym czasie Jozue wyruszył i wytracił Anakitów z gór, z Hebronu, z Debiru, z Anabu, ze wszystkich gór Judy i ze wszystkich gór Izraela. Jozue zniszczył ich razem z ich miastami.
60	11	22	Nikt z Anakitów nie został w ziemi synów Izraela; zostali tylko w Gazie, w Gat i w Azdodzie.
60	11	23	Zdobył więc Jozue całą ziemię, tak jak PAN powiedział do Mojżesza, i oddał ją Jozue jako dziedzictwo Izraelowi zgodnie z ich przydziałami według pokoleń. I ziemia zaznała pokoju od wojny.
60	12	1	A oto królowie ziemi, których pobili synowie Izraela i posiedli ich ziemię za Jordanem na wschodzie, od rzeki Arnon aż do góry Hermon, i całą równinę na wschodzie:
60	12	2	Sichon, król Amorytów, który mieszkał w Cheszbonie, a panował od Aroeru, leżącego nad brzegiem rzeki Arnon, i od połowy tej rzeki oraz połowy Gileadu aż do rzeki Jabbok, granicy synów Ammona;
60	12	3	A od równin aż do morza Kinneret na wschodzie, i aż do Morza Równiny, czyli Morza Słonego, na wschód, w kierunku Bet-Jeszimot, i od południa pod górę Pisga.
60	12	4	I obszar Oga, króla Baszanu, który pozostał z Refaitów i mieszkał w Asztarot i w Edrei;
60	12	5	Panował on na górze Hermon, i w Salce oraz w całym Baszanie aż do granic Geszurytów i Maakatytów i nad połową Gileadu, granicą Sichona, króla Cheszbonu.
60	12	6	Pobił ich Mojżesz, sługa PANA, wraz z synami Izraela. I Mojżesz, sługa PANA, dał tę ziemię w posiadanie Rubenitom i Gadytom, i połowie pokolenia Manassesa.
60	12	7	A oto królowie ziemi, których pobili Jozue i synowie Izraela po zachodniej stronie Jordanu, od Baal-Gad w dolinie Libanu aż do góry Chalak, która wznosi się ku Seirowi, a których obszar Jozue dał pokoleniom Izraela w posiadanie według ich przydziałów;
60	12	8	Na górach, na równinach, na polach, na nizinach, na pustyni i na południowej ziemi; ziemie Chetytów, Amorytów, Kananejczyków, Peryzzytów, Chiwwitów i Jebusytów.
60	12	9	Król Jerycha – jeden; król Aj, które jest obok Betel – jeden.
60	12	10	Król Jerozolimy – jeden; król Hebronu – jeden.
60	12	11	Król Jarmutu – jeden; król Lakisz – jeden.
60	12	12	Król Eglonu – jeden; król Gezer – jeden.
60	12	13	Król Debir – jeden; król Gederu – jeden.
60	12	14	Król Chormy – jeden; król Aradu – jeden.
60	12	15	Król Libny – jeden; król Adullam – jeden.
60	12	16	Król Makkedy – jeden; król Betel – jeden.
60	12	17	Król Tappuach – jeden; król Cheferu – jeden.
60	12	18	Król Afek – jeden; król Laszaronu – jeden.
60	12	19	Król Madonu – jeden; król Chasoru – jeden.
60	12	20	Król Szimron-Meronu – jeden; król Achszafu – jeden.
60	12	21	Król Tanaku – jeden; król Megiddo – jeden.
60	12	22	Król Kedeszu – jeden; król Jokneamu z Karmelu – jeden.
60	12	23	Król Doru z krainy Dor – jeden; król narodów z Gilgal – jeden.
60	12	24	Król Tirsy – jeden. Wszystkich królów było trzydziestu jeden.
60	13	1	I gdy Jozue zestarzał się i był w podeszłym wieku, PAN powiedział do niego: Zestarzałeś się i posunąłeś się w latach, a pozostało jeszcze dużo ziemi do zdobycia.
60	13	2	Oto ziemia, która pozostała: wszystkie okręgi Filistynów i Geszurytów;
60	13	3	Od Szichoru, który jest naprzeciw Egiptu, aż do granicy Akaronu na północy – jest to ziemia przynależąca do Kananejczyków, pięciu książąt filistyńskich: z Gazy, Aszdodu, Aszkelonu, Gat i Ekronu, oraz Awwici;
60	13	4	Od południa: cała ziemia Kananejczyków oraz Meara, która należy do Sydończyków, aż do Afek i aż do granicy Amorytów;
60	13	5	I ziemia Gibilitów i cały Liban na wschodzie, od Baal-Gad pod górę Hermon, aż do wejścia do Chamat.
60	13	6	Wszystkich mieszkańców gór od Libanu aż do Misrefot-Maim i wszystkich Sydończyków wypędzę przed synami Izraela. Tylko podziel ją losem między Izraelitów jako dziedzictwo, tak jak ci rozkazałem.
60	13	7	Rozdziel więc teraz tę ziemię jako dziedzictwo dziewięciu pokoleniom i połowie pokolenia Manassesa;
60	13	8	Gdyż z drugą połową Rubenici i Gadyci otrzymali już swoje dziedzictwo, które dał im Mojżesz za Jordanem na wschodzie, jak przydzielał im Mojżesz, sługa PANA;
60	13	9	Od Aroeru, leżącego nad brzegiem rzeki Arnon, i od miasta, które jest w środku rzeki, wraz z całą równiną Medeby aż do Dibonu;
60	13	10	I wszystkie miasta Sichona, króla Amorytów, który królował w Cheszbonie, aż do granicy synów Ammona;
60	13	11	Także Gilead i obszar Geszurytów i Maakatytów, całą górę Hermon i cały Baszan aż do Salka;
60	13	12	Całe królestwo Oga w Baszanie, który królował w Asztarot i w Edrei; był on ostatnim z Refaitów, których Mojżesz pobił i wypędził.
60	13	13	Lecz synowie Izraela nie wypędzili Geszurytów i Maakatytów, dlatego Geszuryci i Maakatyci mieszkają pośród Izraelitów do dziś.
60	13	14	Tylko pokoleniu Lewiego nie dał dziedzictwa; ofiary spalane dla PANA, Boga Izraela, są jego dziedzictwem, jak mu Bóg powiedział.
60	13	15	Mojżesz dał więc pokoleniu synów Rubena dziedzictwo według ich rodzin.
60	13	16	Ich granica była od Aroeru, leżącego nad brzegiem rzeki Arnon, i od miasta, które jest w środku rzeki, wraz z całą równiną ku Medebie;
60	13	17	Cheszbon i wszystkie przyległe do niego miasta, które były na równinie: Dibon, Bamot-Baal i Bet-Baal-Meon;
60	13	18	Jahaza, Kedemot i Mefaat;
60	13	19	Kiriataim, Sibma i Seret-Haszszachar na górze w dolinie;
60	13	20	Bet-Peor, Aszdod-Pisga i Bet-Jeszimot.
